,reward,mailer_type,income_level,n_bank_accounts_open,overdraft_protection,credit_rating,n_credit_cards_held,n_homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance,offer_accepted
8295,Cash Back,Letter,High,1,No,Medium,1,1,4,No,1084.75,57.0,1020.0,1395.0,1867.0,No
6400,Air Miles,Postcard,High,1,No,Medium,2,1,5,No,1002.0,1978.0,1112.0,658.0,260.0,No
3683,Air Miles,Letter,Medium,1,No,High,2,1,2,Yes,1119.25,150.0,742.0,1731.0,1854.0,No
4537,Air Miles,Postcard,Low,1,No,Medium,2,1,4,No,640.5,571.0,675.0,503.0,813.0,No
6048,Cash Back,Letter,Low,1,No,Low,3,1,5,No,772.75,858.0,711.0,572.0,950.0,No
5708,Air Miles,Letter,High,1,No,Low,1,2,4,Yes,1061.5,487.0,914.0,1509.0,1336.0,No
3923,Points,Postcard,Medium,1,No,Low,1,1,4,No,1733.75,1583.0,1711.0,1924.0,1717.0,No
7846,Air Miles,Postcard,Medium,3,No,Medium,2,1,4,Yes,1672.5,1535.0,1620.0,1784.0,1751.0,No
1748,Air Miles,Letter,Medium,2,Yes,High,2,1,3,Yes,920.0,1692.0,1177.0,526.0,285.0,No
7944,Points,Letter,High,1,No,Low,4,2,4,Yes,1831.0,1853.0,1869.0,1671.0,1931.0,No
5924,Cash Back,Postcard,Medium,1,Yes,Low,3,1,4,Yes,1075.0,1657.0,1113.0,783.0,747.0,No
2034,Points,Postcard,Low,2,Yes,Medium,1,1,4,No,1768.0,1720.0,1977.0,1723.0,1652.0,No
1056,Air Miles,Letter,Low,1,No,Medium,1,1,4,Yes,1095.75,1929.0,1396.0,958.0,100.0,No
15516,Cash Back,Letter,High,2,No,High,1,1,3,Yes,960.25,1886.0,1164.0,729.0,62.0,No
205,Air Miles,Letter,Medium,2,Yes,High,1,1,3,Yes,936.25,1714.0,1020.0,769.0,242.0,No
15979,Points,Letter,Medium,1,Yes,High,4,2,4,No,874.5,1565.0,1047.0,820.0,66.0,No
16642,Points,Postcard,Low,1,No,Medium,3,1,3,Yes,1064.0,1765.0,1346.0,729.0,416.0,No
11671,Cash Back,Postcard,Medium,1,No,Medium,3,2,3,No,657.0,589.0,503.0,620.0,916.0,No
2076,Points,Letter,Medium,3,No,High,2,1,5,No,1134.0,134.0,960.0,1567.0,1875.0,No
4152,Points,Letter,Medium,2,No,Low,3,1,3,Yes,1191.75,1067.0,1524.0,1152.0,1024.0,No
947,Cash Back,Postcard,Medium,1,No,Low,2,2,5,Yes,786.25,774.0,662.0,997.0,712.0,No
3513,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,1064.0,867.0,777.0,1313.0,1299.0,No
3357,Cash Back,Letter,Medium,1,No,Low,1,2,3,Yes,1012.5,546.0,806.0,2264.0,434.0,No
16930,Cash Back,Letter,High,1,No,Medium,1,1,3,No,929.75,156.0,513.0,1300.0,1750.0,No
15817,Air Miles,Letter,High,1,No,High,1,1,3,No,1018.75,540.0,1025.0,1758.0,752.0,No
13795,Air Miles,Postcard,High,1,No,High,2,1,2,Yes,235.0,47.0,491.0,67.0,335.0,No
12234,Points,Postcard,High,2,No,Low,1,1,6,No,1024.25,534.0,603.0,1356.0,1604.0,No
10952,Points,Letter,Low,2,Yes,Low,2,1,5,Yes,843.25,955.0,704.0,746.0,968.0,No
12159,Points,Postcard,Medium,1,No,Medium,2,1,2,Yes,1116.75,1288.0,1576.0,1087.0,516.0,Yes
15262,Air Miles,Postcard,High,1,No,High,3,1,5,No,1026.25,2148.0,805.0,964.0,188.0,No
5606,Air Miles,Letter,Medium,1,No,Medium,2,2,3,Yes,172.25,239.0,419.0,22.0,9.0,No
2911,Air Miles,Postcard,Low,1,No,Medium,1,1,1,Yes,908.75,934.0,428.0,809.0,1464.0,No
9069,Cash Back,Postcard,Low,1,Yes,High,1,1,1,No,1165.5,72.0,1665.0,1741.0,1184.0,No
16816,Cash Back,Letter,Medium,2,No,Medium,3,1,2,No,931.0,1612.0,1188.0,684.0,240.0,No
17416,Air Miles,Postcard,Medium,1,No,Low,3,1,4,Yes,992.25,38.0,1048.0,1267.0,1616.0,No
9879,Points,Letter,Low,1,No,High,1,1,4,No,920.75,101.0,852.0,1253.0,1477.0,No
5114,Air Miles,Letter,Low,1,No,Low,1,1,5,Yes,887.75,923.0,960.0,746.0,922.0,No
17734,Cash Back,Postcard,High,1,No,High,2,2,4,No,1206.25,2081.0,1478.0,530.0,736.0,No
15237,Cash Back,Postcard,High,1,No,High,4,1,4,No,745.25,851.0,789.0,794.0,547.0,No
15961,Cash Back,Postcard,Medium,1,No,High,2,1,3,Yes,161.75,6.0,223.0,47.0,371.0,No
3424,Air Miles,Letter,High,1,No,High,2,2,4,Yes,1336.75,1029.0,761.0,1703.0,1854.0,No
15809,Cash Back,Letter,Medium,2,No,Low,3,2,5,Yes,1409.75,1018.0,1462.0,1967.0,1192.0,No
13757,Air Miles,Letter,Medium,1,Yes,High,1,2,3,No,299.0,187.0,461.0,367.0,181.0,No
13697,Points,Postcard,Low,1,No,High,3,2,2,No,1431.75,813.0,1417.0,2205.0,1292.0,No
2849,Air Miles,Letter,High,1,No,High,1,1,2,No,239.0,351.0,15.0,436.0,154.0,No
13455,Cash Back,Postcard,Low,1,No,Low,2,2,5,No,907.5,1544.0,1347.0,584.0,155.0,No
16066,Points,Letter,Medium,1,No,Low,2,1,3,Yes,1124.0,811.0,1179.0,1160.0,1346.0,No
9318,Air Miles,Letter,Medium,2,No,Medium,2,1,4,Yes,1114.25,528.0,1613.0,964.0,1352.0,No
5966,Cash Back,Letter,Medium,1,No,Low,1,3,5,No,1016.75,1973.0,1220.0,862.0,12.0,No
7178,Cash Back,Letter,Low,1,No,Medium,1,1,4,Yes,1145.75,1909.0,1418.0,1190.0,66.0,No
8027,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,1011.0,70.0,707.0,1157.0,2110.0,No
17427,Points,Letter,Medium,1,No,Low,1,1,3,Yes,1316.0,964.0,1010.0,2154.0,1136.0,No
14953,Cash Back,Letter,Medium,1,No,Medium,2,1,5,Yes,1056.0,748.0,597.0,2080.0,799.0,No
9863,Air Miles,Postcard,Low,1,Yes,High,2,2,3,No,906.25,1655.0,1297.0,512.0,161.0,No
2333,Cash Back,Postcard,Medium,1,No,Low,1,1,5,No,817.0,9.0,1143.0,1692.0,424.0,No
8064,Air Miles,Letter,Low,1,No,High,1,1,3,Yes,1311.75,1125.0,1559.0,1160.0,1403.0,No
10473,Cash Back,Postcard,Medium,2,No,High,1,2,4,Yes,1412.0,1257.0,894.0,1722.0,1775.0,No
17083,Air Miles,Letter,Medium,1,Yes,Low,4,1,5,Yes,665.5,503.0,729.0,783.0,647.0,No
15535,Cash Back,Postcard,High,1,No,High,2,2,2,Yes,1093.75,995.0,697.0,1392.0,1291.0,No
8426,Air Miles,Letter,High,1,No,High,1,1,5,Yes,1036.75,387.0,734.0,1129.0,1897.0,No
16757,Points,Postcard,Medium,1,No,Low,1,1,2,Yes,953.5,104.0,878.0,2176.0,656.0,Yes
10608,Points,Postcard,High,3,Yes,Medium,2,1,3,Yes,1035.0,730.0,1492.0,1354.0,564.0,No
9391,Points,Letter,High,1,No,Medium,2,1,3,Yes,739.0,813.0,619.0,788.0,736.0,No
7712,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,897.25,803.0,657.0,1597.0,532.0,No
3147,Cash Back,Letter,High,1,Yes,Medium,3,1,5,Yes,359.25,491.0,132.0,357.0,457.0,No
9680,Cash Back,Postcard,Low,1,No,Medium,1,1,3,Yes,1200.0,978.0,1024.0,1081.0,1717.0,No
11715,Air Miles,Postcard,Low,2,No,Medium,4,1,4,Yes,877.75,1517.0,1217.0,611.0,166.0,No
6660,Cash Back,Letter,Medium,2,No,Medium,2,1,2,Yes,992.0,1708.0,1315.0,675.0,270.0,Yes
6239,Cash Back,Letter,Medium,1,No,Medium,1,1,1,Yes,1012.5,1645.0,1361.0,598.0,446.0,No
4773,Cash Back,Postcard,High,2,No,Low,4,2,5,Yes,1345.25,1532.0,1788.0,1114.0,947.0,No
8379,Points,Postcard,High,1,No,Medium,1,1,3,No,1020.5,1735.0,1310.0,717.0,320.0,No
4791,Points,Letter,Medium,1,No,Medium,1,2,2,Yes,1269.5,847.0,1111.0,1482.0,1638.0,No
4007,Points,Postcard,High,1,Yes,Medium,1,2,2,Yes,1082.5,1922.0,1315.0,746.0,347.0,No
17158,Cash Back,Letter,Low,1,No,Medium,2,2,4,Yes,1099.25,501.0,1074.0,1426.0,1396.0,No
2733,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1006.5,1904.0,1226.0,571.0,325.0,No
1619,Points,Postcard,Medium,2,No,High,2,2,6,No,1361.75,609.0,1556.0,1698.0,1584.0,No
16691,Cash Back,Postcard,High,2,Yes,Low,2,1,4,Yes,999.25,1134.0,1006.0,1397.0,460.0,No
7724,Points,Letter,High,1,No,High,3,1,4,Yes,1174.5,1965.0,1493.0,921.0,319.0,No
4093,Air Miles,Postcard,Low,2,No,High,1,1,3,Yes,1292.5,988.0,1384.0,1583.0,1215.0,No
5844,Points,Postcard,Low,1,Yes,High,2,1,2,Yes,684.0,556.0,646.0,688.0,846.0,Yes
12817,Cash Back,Letter,Low,1,No,Medium,3,1,5,Yes,1115.75,810.0,956.0,1620.0,1077.0,No
1080,Cash Back,Letter,Medium,2,No,Medium,1,2,2,Yes,241.75,406.0,84.0,160.0,317.0,No
11573,Air Miles,Postcard,Low,1,No,High,3,1,4,Yes,155.75,131.0,97.0,54.0,341.0,No
15187,Air Miles,Letter,Medium,1,Yes,High,2,1,2,No,750.5,232.0,1076.0,1231.0,463.0,No
3780,Air Miles,Postcard,Low,1,No,High,2,1,3,No,901.25,928.0,908.0,893.0,876.0,No
83,Cash Back,Postcard,High,2,No,High,1,1,5,Yes,1128.5,969.0,1103.0,1182.0,1260.0,No
13457,Cash Back,Postcard,High,1,No,Low,2,1,4,No,1172.0,408.0,1282.0,1766.0,1232.0,No
12240,Points,Letter,Medium,2,No,Low,1,1,5,Yes,839.25,75.0,874.0,1601.0,807.0,No
2254,Air Miles,Postcard,Medium,1,No,Medium,3,2,3,Yes,886.0,556.0,1036.0,1550.0,402.0,Yes
802,Cash Back,Letter,Low,1,No,High,2,2,3,No,116.75,28.0,146.0,185.0,108.0,No
4004,Cash Back,Letter,Medium,1,No,High,1,1,2,No,776.0,1234.0,807.0,428.0,635.0,No
17326,Points,Letter,High,1,No,Medium,2,1,4,Yes,540.0,609.0,508.0,534.0,509.0,No
13713,Cash Back,Letter,Medium,2,No,High,2,1,3,Yes,1077.5,1584.0,1768.0,520.0,438.0,No
14017,Cash Back,Postcard,Low,2,No,Medium,1,2,4,Yes,174.5,212.0,22.0,23.0,441.0,No
4805,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1053.0,319.0,786.0,1697.0,1410.0,No
7679,Cash Back,Postcard,Medium,1,Yes,Low,2,1,6,No,715.75,894.0,581.0,783.0,605.0,No
2212,Cash Back,Postcard,Low,1,No,Medium,3,1,6,Yes,848.5,992.0,900.0,736.0,766.0,No
1376,Air Miles,Postcard,Medium,1,No,High,3,2,3,Yes,1007.0,713.0,1386.0,1393.0,536.0,No
6747,Cash Back,Letter,High,2,No,Low,2,1,2,Yes,323.25,457.0,287.0,480.0,69.0,No
6732,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,921.75,1711.0,1297.0,637.0,42.0,Yes
9742,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,1353.25,694.0,1147.0,1404.0,2168.0,No
12081,Points,Postcard,Medium,1,Yes,Low,1,1,4,Yes,1014.25,854.0,751.0,1091.0,1361.0,No
15971,Cash Back,Postcard,High,2,No,Medium,2,1,3,Yes,948.25,1542.0,1086.0,794.0,371.0,No
3063,Cash Back,Letter,High,1,No,Medium,4,2,3,Yes,1045.75,1912.0,1170.0,705.0,396.0,No
6859,Cash Back,Postcard,Low,1,No,Low,1,2,4,No,1058.5,1727.0,1333.0,897.0,277.0,No
10649,Points,Letter,Low,2,No,Medium,1,3,4,Yes,888.25,650.0,427.0,1121.0,1355.0,No
16089,Air Miles,Postcard,High,1,No,Medium,4,2,3,Yes,822.5,154.0,1388.0,807.0,941.0,No
985,Cash Back,Letter,Medium,2,No,Medium,2,1,5,Yes,1109.75,391.0,1761.0,1297.0,990.0,No
7260,Points,Postcard,Medium,1,No,High,1,1,4,No,1092.75,513.0,1503.0,1747.0,608.0,No
17451,Cash Back,Letter,Medium,1,Yes,Medium,2,1,5,No,662.75,679.0,726.0,601.0,645.0,No
6359,Cash Back,Letter,Medium,1,No,High,2,1,5,Yes,786.75,732.0,795.0,827.0,793.0,No
14029,Air Miles,Postcard,Medium,1,No,High,2,1,3,No,288.5,417.0,365.0,126.0,246.0,No
13842,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,1115.25,975.0,1086.0,1338.0,1062.0,No
17129,Cash Back,Letter,High,1,No,Medium,1,1,3,Yes,1483.5,688.0,1482.0,2185.0,1579.0,No
5172,Points,Postcard,Low,2,No,Low,2,2,2,Yes,1334.0,702.0,1427.0,2021.0,1186.0,No
2901,Cash Back,Letter,High,1,No,Low,1,1,2,No,1140.25,584.0,1227.0,1271.0,1479.0,No
17858,Cash Back,Letter,High,1,Yes,Medium,2,1,4,Yes,1104.5,1981.0,1174.0,816.0,447.0,No
3471,Points,Postcard,Medium,2,No,Medium,2,1,4,No,1123.75,252.0,1033.0,1678.0,1532.0,No
7957,Points,Postcard,Low,1,No,Medium,3,1,3,Yes,300.0,486.0,381.0,279.0,54.0,No
13244,Air Miles,Letter,Medium,2,Yes,Low,1,1,5,Yes,1003.25,1568.0,1361.0,790.0,294.0,No
17210,Points,Postcard,High,1,No,Low,2,1,5,Yes,218.0,85.0,91.0,379.0,317.0,No
17739,Air Miles,Postcard,Low,1,No,Medium,3,1,4,Yes,1110.0,2189.0,1463.0,652.0,136.0,Yes
9143,Cash Back,Postcard,Low,1,No,High,3,1,3,Yes,263.25,160.0,169.0,483.0,241.0,No
7834,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,1123.25,287.0,1254.0,1776.0,1176.0,No
15802,Points,Letter,Medium,1,No,Medium,3,1,2,Yes,1222.0,590.0,931.0,1634.0,1733.0,No
9890,Cash Back,Postcard,High,1,No,Medium,3,1,5,Yes,628.25,616.0,692.0,620.0,585.0,No
8427,Points,Letter,Low,2,Yes,Medium,2,2,2,No,981.0,1513.0,1267.0,722.0,422.0,No
12386,Air Miles,Letter,Medium,1,Yes,Medium,2,1,6,No,1344.5,1429.0,863.0,2235.0,851.0,No
6157,Air Miles,Postcard,High,1,No,Low,3,1,3,Yes,207.0,119.0,381.0,80.0,248.0,No
10561,Points,Letter,Low,1,No,Low,1,1,5,No,412.0,456.0,465.0,425.0,302.0,No
17073,Cash Back,Letter,Medium,1,No,High,2,3,2,Yes,712.75,715.0,682.0,788.0,666.0,No
2941,Air Miles,Postcard,Low,1,No,Low,1,1,2,Yes,974.75,60.0,630.0,1707.0,1502.0,No
10354,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,1470.25,1460.0,1570.0,2208.0,643.0,No
2058,Cash Back,Postcard,Low,1,No,Medium,2,1,1,Yes,1309.0,1022.0,907.0,1638.0,1669.0,No
16152,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,844.0,426.0,550.0,1134.0,1266.0,No
13105,Points,Letter,Medium,1,No,Low,2,1,3,Yes,1433.0,2166.0,1524.0,993.0,1049.0,Yes
2980,Cash Back,Postcard,Medium,2,No,High,2,1,3,Yes,1057.5,398.0,1418.0,1539.0,875.0,No
1259,Air Miles,Letter,High,1,No,High,2,1,4,Yes,1142.25,826.0,1447.0,1759.0,537.0,No
8808,Cash Back,Letter,Medium,2,No,Low,1,1,3,No,943.25,1727.0,1357.0,501.0,188.0,No
13765,Cash Back,Postcard,High,1,No,Medium,2,2,4,Yes,168.5,108.0,330.0,116.0,120.0,No
516,Points,Postcard,Low,1,No,High,3,2,2,No,973.0,400.0,1489.0,1342.0,661.0,No
10074,Air Miles,Letter,Low,2,No,Medium,1,1,3,Yes,778.0,319.0,625.0,897.0,1271.0,No
3797,Cash Back,Letter,High,1,No,Medium,2,1,4,Yes,1088.75,292.0,1554.0,1674.0,835.0,No
4593,Cash Back,Postcard,Medium,1,No,Low,1,2,5,No,1128.0,1709.0,1475.0,837.0,491.0,No
8143,Cash Back,Letter,Low,1,No,Low,2,1,5,Yes,818.5,949.0,848.0,560.0,917.0,No
4178,Cash Back,Postcard,High,1,Yes,Medium,2,1,3,Yes,959.5,46.0,1230.0,853.0,1709.0,No
7580,Points,Postcard,High,1,No,Medium,2,1,2,Yes,914.5,1638.0,1040.0,839.0,141.0,No
391,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,292.0,184.0,80.0,433.0,471.0,No
14157,Points,Letter,Medium,1,Yes,High,2,1,5,Yes,1083.0,339.0,840.0,1690.0,1463.0,No
13639,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,703.75,695.0,995.0,590.0,535.0,No
12819,Points,Letter,Medium,1,Yes,Medium,1,1,2,Yes,906.25,1560.0,1292.0,652.0,121.0,No
2598,Cash Back,Postcard,High,1,No,Medium,1,1,2,Yes,810.5,589.0,894.0,771.0,988.0,No
17877,Cash Back,Postcard,High,1,Yes,High,2,1,3,Yes,1028.0,1582.0,1404.0,654.0,472.0,No
6826,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,886.0,1616.0,848.0,1002.0,78.0,No
8928,Points,Letter,Low,2,No,Low,1,1,2,Yes,1269.25,929.0,846.0,1940.0,1362.0,No
14667,Points,Postcard,High,1,No,High,3,1,2,Yes,1343.5,2180.0,1433.0,1162.0,599.0,No
17187,Points,Postcard,Low,1,No,Medium,3,1,5,Yes,265.25,153.0,413.0,340.0,155.0,No
2027,Points,Postcard,Low,1,No,Medium,2,2,3,Yes,979.25,361.0,982.0,1991.0,583.0,No
4729,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1128.75,641.0,1197.0,1684.0,993.0,No
8431,Air Miles,Postcard,High,1,Yes,Low,2,1,2,No,919.25,1582.0,1134.0,774.0,187.0,No
5617,Cash Back,Postcard,Medium,2,No,High,2,1,6,Yes,1217.25,357.0,899.0,1914.0,1699.0,No
8358,Points,Letter,Medium,1,No,Low,1,1,4,Yes,874.25,763.0,792.0,942.0,1000.0,No
11623,Points,Postcard,Medium,1,No,Medium,3,1,2,Yes,1166.5,922.0,1091.0,1439.0,1214.0,No
15342,Points,Postcard,Low,1,No,Low,1,1,4,No,743.75,660.0,802.0,686.0,827.0,No
12691,Cash Back,Letter,Medium,2,Yes,Medium,2,1,1,Yes,1169.25,306.0,743.0,1569.0,2059.0,No
368,Air Miles,Postcard,Low,2,No,High,4,1,4,No,1170.25,344.0,1254.0,1411.0,1672.0,No
2626,Air Miles,Letter,Medium,2,Yes,Low,2,2,3,No,741.0,573.0,666.0,912.0,813.0,No
17205,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,981.75,340.0,1506.0,1428.0,653.0,No
14951,Air Miles,Letter,High,1,No,High,2,1,4,Yes,994.25,1639.0,1346.0,736.0,256.0,No
7790,Cash Back,Postcard,Medium,1,Yes,Low,2,1,4,Yes,1736.25,1652.0,1727.0,1585.0,1981.0,No
3628,Cash Back,Postcard,Low,1,No,Medium,3,1,1,No,241.25,318.0,336.0,65.0,246.0,No
5235,Air Miles,Postcard,High,1,No,Low,3,1,4,No,939.5,1533.0,1126.0,635.0,464.0,Yes
10707,Cash Back,Letter,Medium,1,No,High,1,1,4,No,194.75,457.0,37.0,234.0,51.0,No
12080,Cash Back,Letter,High,1,No,High,2,1,4,Yes,93.75,188.0,81.0,14.0,92.0,No
12992,Points,Postcard,Medium,1,No,Medium,2,1,3,No,1116.0,1920.0,1207.0,853.0,484.0,No
11337,Cash Back,Postcard,Low,2,No,Low,2,1,6,Yes,1046.75,1724.0,1059.0,506.0,898.0,No
9339,Points,Letter,Low,1,No,High,2,1,5,Yes,319.0,393.0,306.0,315.0,262.0,No
6633,Points,Postcard,High,1,No,High,2,2,4,Yes,1065.0,238.0,1664.0,1257.0,1101.0,No
14069,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,987.5,582.0,722.0,1204.0,1442.0,No
17108,Points,Postcard,Medium,1,Yes,Medium,3,1,1,Yes,1123.5,493.0,844.0,1783.0,1374.0,No
17138,Air Miles,Postcard,Low,1,No,Low,1,1,5,Yes,291.5,19.0,379.0,496.0,272.0,No
6675,Cash Back,Letter,Low,1,No,High,1,1,4,No,272.0,336.0,53.0,221.0,478.0,No
13398,Points,Postcard,Medium,2,No,Medium,2,2,2,No,1054.25,949.0,1312.0,1471.0,485.0,No
11202,Air Miles,Postcard,High,1,No,Low,2,1,3,Yes,914.0,1593.0,1309.0,687.0,67.0,No
300,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,896.25,1688.0,1113.0,697.0,87.0,Yes
14180,Points,Letter,Medium,1,No,Low,2,1,3,Yes,982.5,645.0,843.0,1768.0,674.0,No
10035,Cash Back,Letter,Medium,1,Yes,High,2,1,5,Yes,1022.0,282.0,812.0,1374.0,1620.0,No
14031,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1885.75,1838.0,1843.0,1966.0,1896.0,No
1182,Air Miles,Postcard,Medium,2,No,High,2,1,3,Yes,1077.0,1926.0,1489.0,674.0,219.0,No
17282,Air Miles,Letter,Low,1,Yes,Medium,2,1,4,Yes,930.5,1700.0,1412.0,543.0,67.0,No
12225,Cash Back,Postcard,Low,1,No,High,2,1,2,Yes,1061.0,429.0,1329.0,1194.0,1292.0,No
9904,Cash Back,Letter,Medium,1,No,Low,2,1,2,Yes,1217.75,1873.0,1506.0,733.0,759.0,No
11616,Cash Back,Letter,High,1,No,Medium,1,1,3,No,1400.75,926.0,1605.0,2171.0,901.0,No
3509,Cash Back,Postcard,Medium,1,Yes,Medium,1,3,5,Yes,938.25,277.0,968.0,1829.0,679.0,No
6550,Air Miles,Letter,Medium,1,No,High,2,1,4,No,1099.75,1967.0,1340.0,826.0,266.0,No
5218,Cash Back,Postcard,High,1,No,High,1,1,2,Yes,932.75,1605.0,1042.0,739.0,345.0,No
16758,Air Miles,Postcard,Medium,1,No,High,3,1,4,Yes,1083.25,1487.0,835.0,1238.0,773.0,No
6449,Points,Letter,High,1,Yes,Medium,1,1,3,Yes,704.0,641.0,811.0,548.0,816.0,No
6310,Air Miles,Letter,High,1,No,Medium,2,1,3,Yes,176.75,439.0,25.0,214.0,29.0,No
9697,Points,Letter,Low,2,No,Medium,2,2,4,No,314.75,214.0,475.0,288.0,282.0,No
1801,Cash Back,Postcard,High,1,No,Low,3,1,5,Yes,1006.0,453.0,885.0,1492.0,1194.0,No
15326,Air Miles,Letter,Medium,1,Yes,Medium,2,1,5,Yes,365.5,404.0,245.0,452.0,361.0,No
14407,Air Miles,Letter,High,2,No,Low,1,1,3,Yes,1127.0,865.0,1181.0,1255.0,1207.0,No
1354,Cash Back,Letter,High,2,Yes,Low,3,1,2,Yes,343.0,327.0,312.0,499.0,234.0,No
1547,Points,Letter,Low,1,No,Low,3,1,4,No,1169.5,956.0,1318.0,1621.0,783.0,No
532,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1066.0,461.0,789.0,2006.0,1008.0,No
14742,Points,Postcard,Low,1,Yes,High,2,2,4,Yes,1074.25,647.0,1582.0,1563.0,505.0,No
6765,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,1306.0,935.0,1478.0,1601.0,1210.0,No
17247,Points,Letter,Medium,1,Yes,High,3,1,3,No,1168.0,21.0,1796.0,1426.0,1429.0,No
17048,Cash Back,Letter,Medium,2,No,Medium,2,1,3,Yes,223.75,347.0,66.0,166.0,316.0,No
12837,Cash Back,Postcard,Medium,2,No,Low,2,1,5,Yes,786.0,612.0,765.0,1175.0,592.0,No
5417,Cash Back,Postcard,Medium,2,No,Medium,1,2,1,Yes,365.25,428.0,424.0,297.0,312.0,No
12030,Cash Back,Postcard,Low,2,Yes,High,2,1,4,No,793.0,653.0,941.0,673.0,905.0,No
6137,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1039.0,1428.0,1722.0,943.0,63.0,No
15453,Air Miles,Letter,Medium,1,Yes,High,2,1,4,No,195.25,69.0,280.0,17.0,415.0,No
16760,Cash Back,Postcard,Medium,2,Yes,Low,3,1,2,Yes,1090.5,1869.0,992.0,1358.0,143.0,No
4774,Air Miles,Postcard,Medium,2,No,Medium,1,1,5,No,1216.0,294.0,1231.0,1749.0,1590.0,No
12219,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,871.5,876.0,784.0,856.0,970.0,No
14355,Points,Postcard,High,2,No,Low,2,1,4,Yes,1312.5,895.0,1562.0,1704.0,1089.0,No
10460,Points,Postcard,Medium,1,No,High,3,1,4,Yes,931.25,1724.0,1494.0,403.0,104.0,No
5368,Cash Back,Letter,High,2,No,Medium,1,1,3,Yes,1129.25,276.0,1120.0,2065.0,1056.0,No
12021,Points,Letter,Medium,2,No,High,1,1,4,Yes,1020.0,55.0,1356.0,1998.0,671.0,No
2813,Cash Back,Letter,Medium,1,Yes,High,2,2,2,Yes,1002.0,1956.0,1207.0,840.0,5.0,No
17374,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,762.0,797.0,656.0,832.0,763.0,No
17179,Air Miles,Letter,Medium,2,No,Medium,1,1,5,Yes,1468.5,1130.0,1442.0,1824.0,1478.0,No
17930,Cash Back,Postcard,High,1,No,Medium,2,1,3,No,131.5,245.0,14.0,27.0,240.0,No
5069,Points,Letter,Medium,1,No,High,3,1,2,Yes,1203.75,874.0,633.0,1855.0,1453.0,No
12252,Points,Letter,Low,1,No,Medium,1,2,4,Yes,720.25,897.0,872.0,515.0,597.0,No
6458,Air Miles,Postcard,Medium,1,No,Medium,2,1,5,Yes,783.0,993.0,704.0,902.0,533.0,No
9336,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,785.5,502.0,981.0,785.0,874.0,No
10623,Points,Letter,Medium,1,No,Low,1,1,6,Yes,1391.5,1448.0,1745.0,1377.0,996.0,No
6791,Points,Postcard,Low,2,No,Low,3,2,3,Yes,1474.5,2111.0,1646.0,1252.0,889.0,No
9937,Points,Letter,High,1,No,High,1,1,3,Yes,227.0,111.0,39.0,461.0,297.0,No
1435,Points,Postcard,High,1,No,Low,1,1,5,Yes,270.75,165.0,365.0,389.0,164.0,No
14239,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,1248.75,1422.0,1678.0,1156.0,739.0,No
7346,Cash Back,Letter,High,2,Yes,Medium,2,1,1,Yes,1090.25,286.0,1315.0,1315.0,1445.0,No
11946,Cash Back,Letter,High,2,No,Low,1,1,4,No,638.25,607.0,622.0,747.0,577.0,No
93,Air Miles,Letter,Low,1,No,Medium,1,1,3,No,909.75,1535.0,1384.0,509.0,211.0,No
17011,Air Miles,Letter,Medium,1,No,Medium,1,2,4,Yes,1039.75,109.0,499.0,2047.0,1504.0,No
15360,Air Miles,Postcard,Medium,2,Yes,High,2,1,2,Yes,157.0,37.0,43.0,219.0,329.0,No
10646,Points,Letter,High,3,No,Low,1,1,3,Yes,890.0,998.0,917.0,702.0,943.0,No
125,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,944.25,1558.0,1188.0,662.0,369.0,No
11698,Cash Back,Postcard,High,1,No,Medium,1,2,4,Yes,1053.5,1857.0,1373.0,675.0,309.0,No
7474,Cash Back,Letter,Medium,1,No,Low,3,1,5,Yes,1139.0,683.0,1225.0,1520.0,1128.0,No
